PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
TCGA.VQ.A8PK	-0.706081513245033	-0.526584440353563	0.0167901487930134	-0.112491260335284	1.41950570158376	-1.04295949211821	-1.11144716427136	-1.04324882678825	-0.801302787399702	-0.525350259970813	-0.887826144611674	1.11722182929273	-0.11375643530476	0.891647085059498	0.0109618380627012	-1.43911446342465	-1.37038684487423	-1.76814432118593	-1.72514141180166	-0.422808442667545
TCGA.VQ.A924	-0.786550309165754	-1.03196549845766	1.06344889739093	0.358620905175152	-0.564862362422817	0.439309005951868	-0.391901008144238	1.36029969743901	-0.144702127002926	-0.159121382060642	0.362228452093813	-0.0121060348960954	0.42739515368722	0.744745172260019	1.22917630213426	0.657015588066447	-0.242790029644533	-0.106463928304211	-1.04147041063759	-0.68443900048486
TCGA.VQ.A91D	-0.572926967601783	-0.680506854193929	0.837376504923104	0.171660815107665	0.117489032494136	0.18911568970599	-0.588103095113848	0.885798647481012	-0.687911722707708	-0.0581473484957004	-0.111201674165752	0.131479643651455	0.430068747011883	1.38404102752661	1.84416807987116	1.25537056423299	0.471082447893297	0.456185905858355	-0.426374472867755	-1.62750391061345
TCGA.VQ.A925	-0.134535626126119	-0.27922266210468	-0.371412008256759	0.945797031717956	1.56695464041717	-0.832864485618137	-0.216344255630458	0.466570573596245	0.0528584364337902	0.199326353315775	-0.442037391250545	1.10736507646699	0.0187128408220696	1.0284448143619	-0.11936105056821	0.306933300938102	0.694704474989837	-0.00334931442263286	0.0215404608241964	0.8352318620141
TCGA.VQ.A92D	-0.8795670627369	-0.638895439651217	0.317839080868641	0.553757001843046	1.93462155356973	-0.913479948559944	-0.728062694244648	0.694759966428748	-0.44809258463306	0.0857234008709906	-0.316331767370116	-0.92094606648084	0.56037266107074	0.861372486509277	-0.163000358223178	-0.78195519281119	-0.533237414951918	0.466089065291961	0.417462612877129	-0.8487284961833
TCGA.VQ.A91X	0.516854046400611	-1.02792466958765	-0.900592642435265	0.77763927184762	0.499091617404634	0.689431366447414	0.918712135403549	0.725662556392369	-0.167269722192296	-1.06801407479397	0.383889713497064	-1.41095688813327	0.689914290622324	-0.0203855914212133	-0.658928995399458	0.00970153422687977	-1.15626435760525	-1.07880211744661	-0.152251587260036	0.214004984112388
TCGA.3M.AB47	1.33656811101611	0.391583505305569	0.0682459981654963	0.695956198180124	0.272287832784882	0.51461280798807	0.692597361294452	-0.0251249915623228	0.356248963735937	0.155831719068874	0.534480958625333	-0.710526170888231	0.249108660838294	0.51058587534819	-0.057972482397112	0.684918043190807	-0.0911224378783511	-0.490391550020423	0.316026169382283	-0.174620982478915
TCGA.VQ.A91S	-1.23169831683677	-0.57224908794046	-0.0869355113169888	1.103347304974	0.323405191860599	0.227440137890288	0.967614014250263	0.680764406338395	0.00913619620532398	-0.515470935724383	1.42138908455024	-1.9726446974015	1.17442555052925	0.350298840600769	-0.061810260521369	-0.201118186474792	-1.28760320249281	0.862673890994255	-0.615677147030973	-0.0170069364554091
TCGA.VQ.A94R	-1.07171859061463	0.310256488401074	-0.685917765828409	0.763802727010076	0.821560344076615	-0.842149585408684	1.24762248169825	1.16228776404313	-0.0206709985211737	-0.775823158795739	0.723721081046028	-0.271551265019264	0.29249310478473	1.49838909520856	1.08684399316576	0.318622138648323	-0.128114240771976	-0.32479228524812	0.859757104186013	0.197051062271086
TCGA.VQ.A8PD	-0.135014716303034	0.887482446526794	0.546820199057487	1.39837689585271	0.145822197951291	-1.43104982936019	1.09684542181755	0.237333828145471	-0.378819755161415	-0.161607958388874	0.367937549974622	0.207726220085581	0.320251686473252	0.612656687916684	0.131832068997704	0.0157185734200629	0.191231962108013	0.24520755243035	0.162770116082707	0.429726953709583
TCGA.VQ.A91U	0.185134782321665	-0.60044697631803	-0.215278153668792	0.937443528423187	0.562942068108286	0.464652684322017	1.11817944438198	0.108934286349491	0.077923018669714	-0.771633868591215	0.475458483212891	-1.02590425868157	0.799829352891402	0.188046113605753	-0.496776946680822	-0.291413109929992	-0.861812323830841	0.284980583261001	-0.012773161911784	0.396802638513861
TCGA.VQ.A91A	-0.627941476007556	0.597744516446286	0.479560051969155	-0.0890334882222258	0.460040928381268	-0.489962808268076	-0.299077149856929	-1.47201901523474	-0.565577772573747	0.953373788698079	0.822465351437537	-1.47640684143134	-0.0360962196490529	2.77206761120811	-0.27844408459993	-0.1801911151634	0.45620095349061	-1.33479229402975	0.0295659496095056	0.514448399791368
TCGA.VQ.AA68	-0.632015214495108	-0.725115802688598	0.82827308488667	0.456567712973204	1.84688778122174	-0.850518052883016	-0.936187913954599	-0.309913366252228	-0.681144259434514	0.0631790907951001	-0.2943076156176	0.99322141940738	0.186873477214049	-0.421971872203475	-0.737140413801428	-1.45053091156278	0.298680184622479	0.578737718306581	-0.382493783484652	-0.0392591166341513
TCGA.VQ.AA6K	-0.0666915820500236	-0.09427359164204	-0.098642594501992	0.488393251806867	1.13925322629427	-0.84744237005947	0.159039398104982	0.176113070660369	-0.705386658965255	0.0552994877299334	-0.512695740084509	0.103175365563811	-0.942592787963809	0.784097240297509	0.1458198979009	-0.598667095225716	-0.14667481776598	-0.777475100174533	0.565810006255834	0.733357221045274
TCGA.VQ.A91N	-1.01365704756415	-0.901747368175117	0.312543393431964	0.968497177883542	1.42959513837818	0.263722587485124	-0.304179427925812	0.472035946025301	0.670082011542172	0.72041750357482	-0.465834506070397	0.996454149059418	0.534513812854879	0.667038513648398	-1.35525550104049	-0.276728606267902	0.0791069791191836	1.05945091445024	-0.0829710012381026	1.42630488845934
TCGA.VQ.A922	-2.00767467995566	0.612683185746161	-1.73031249630362	-0.890900760481475	0.727596157789495	-0.957997225829709	0.101902341561687	-1.15252777642193	-0.425410233128065	-0.774098596357483	2.4204630813836	0.989929878271111	0.875875211387158	3.0895897717933	0.760788927517093	0.183408158851511	-1.58884349882524	-1.26120097435373	-1.95220338527047	0.256146136879991
TCGA.VQ.A91E	-0.28605145949981	-0.71720630317337	0.557491387724697	1.09787064169878	0.804351245333698	-0.663205424272732	0.11835821700352	0.801145092620889	-0.109008740277989	-0.0576249717371546	0.154223871163083	1.33896583314188	-0.0648725127541824	0.426895846516936	0.794523380256492	0.103117583485521	0.838985267080342	0.0698116727843822	-0.671523591935738	-0.879902822231993
TCGA.VQ.A91Q	-1.20422287931598	0.721210227269702	-0.788316242768566	0.889250103108561	1.68304361227677	-0.93539808190851	-0.855513664939577	-0.14470846097537	-1.45753380756706	0.518030183522648	-1.26330610975735	0.593766284562482	-1.21722534970777	2.72618175751652	0.804252290270314	1.17129452169324	0.402539615712546	0.128846499780481	-0.411124941770978	0.664083176888591
TCGA.VQ.A923	-0.60759114841004	0.365191146546698	0.113980372894538	1.38184766358418	-0.382350671680751	-2.02488915239164	1.50553244517067	0.523975257539861	-1.09013715556042	-1.57707558510036	-0.403609537948798	0.351702178216937	-0.993443870320878	0.361687329227	1.85467141352935	-1.1251293333154	-0.594987873836235	-0.879846567768786	0.921876660013642	0.372987822092078
TCGA.VQ.A8PX	-0.159715220553625	-0.601890635733081	0.205673207730467	0.962443069817797	1.22898143172649	-0.732128591108476	0.375005953073337	0.830751063029316	0.370712419218385	-0.0322366124816192	-0.291180434965725	1.12190020652656	-0.53646145950007	0.471873675135043	0.264983322453182	0.0944355064680939	0.127969151351435	0.196940910019596	-0.13361021426745	-0.201875472366595
TCGA.VQ.A91W	-0.686410708270706	-0.313425946753865	0.351031405147698	0.500269587698069	-0.143557262622899	0.0233529267564842	1.22022342192981	0.21222171400355	-0.84681955228085	-0.57878899091721	1.4820439260067	0.312781105714334	-1.5879637640586	-0.908382567958386	0.208277005579933	-0.299818613060059	0.0382377572980182	-2.1647470909472	1.14939522009782	-0.683580843850391
TCGA.VQ.A91Z	-1.80684980750879	-0.587666731553147	-1.70949530233039	-0.207241543588301	1.65529460151155	0.297372731676922	1.19894714700774	-0.114039406293507	-2.29274948498529	0.0537023435936169	1.22080309383151	0.838354091619892	-2.79732841335183	0.0509425877738428	-1.71002124508224	1.50226981904565	-1.50560873006211	0.720514089814633	-1.31370036492797	-1.37503085392736
TCGA.3M.AB46	1.33156416229245	-0.559441923547927	-1.18109576927103	0.793361195445727	0.111365340621379	0.850567436081055	0.636256624380489	-0.405585741110044	-0.42153840980492	-0.559997877267726	-0.352114644901013	-0.186918790267411	-0.115377912346017	0.763499807974989	0.408911389769862	-0.685570732828496	0.14561240965787	-0.464021236157087	-0.0463851776510059	-0.258239011948597
TCGA.VQ.A8E0	-0.39151997116612	-0.861861834246857	0.398133573972317	-0.39091527172825	1.14079617413245	-0.832363689308741	-0.75344191150984	-0.384677976543435	0.602664386656457	-0.425809205020302	-1.92107298282372	1.6556482473901	-0.690113542445515	0.43142068604565	0.161726538139671	-1.24242648923456	-0.872403520399446	-2.27665299232063	-0.598328579968021	0.711570895036875
TCGA.VQ.AA64	-1.54138066730614	0.105285711012798	-0.584269697718519	-0.650979173226201	1.26298211336546	-0.112465121919395	-1.14841627873269	-1.22933543822454	-0.618790470875502	-0.662090261902905	-1.98952442780379	0.728026549426618	-1.68557438826303	2.32401684596663	0.103297379618066	0.733870237759639	-0.0669077769883917	-1.01436118807139	0.68964572309245	0.977087142233362
TCGA.VQ.A8PE	-1.54363421486103	-0.856300098320282	-1.02265541004788	-0.460838709300885	-0.15778171091927	-0.0191270530254763	0.757479750692629	-0.43509119091376	0.032335803820918	-2.20263108223227	1.01621103228578	-0.956478216819758	2.90719973298023	0.53720883938416	0.489826511858125	-0.808923356348916	-0.661844242390476	0.228666202193467	0.166399503503836	-0.233006555271874
TCGA.VQ.AA6J	-0.688294644875387	-0.238667797419999	-0.0642170240325504	0.35338029527145	-0.31887474303701	-0.559459368648977	0.856559544659928	-0.45383388792139	-0.395540274017512	-0.985658400309885	-0.776505289455782	-0.933313122135183	-0.317402393653478	0.00793343866544896	-0.241674462293267	-0.602974906105647	-1.84591559751914	-0.500458451023308	-1.59850482899546	0.637108651211779
TCGA.IN.AB1V	0.0903439103415533	0.434370765122246	-0.318261585900159	1.24113381279968	1.97335742669636	-0.983825728160016	-0.776289340282272	0.261011353668629	-4.12610523388564	1.43011875531158	0.790443398472573	2.53882575696607	3.40685543829149	-2.63189279973831	1.67750443043715	2.75436246244306	-1.92633699883325	-0.873877546070769	2.69721088915777	1.14069619788758
TCGA.VQ.AA6I	-0.861483840889241	-0.841251761418804	0.576908263795077	0.854492768782053	0.511447254844671	0.0444796732297177	0.0745116435736885	0.898856544732139	0.175278241901502	-0.212420893849926	-0.624316645651454	0.747692343364169	-0.185948202099804	0.671494274535562	0.0518808845225549	-0.938244295425126	0.767812622548393	-0.556645544677073	0.393132506419653	2.47551052844543
TCGA.VQ.A91K	-0.712069295066222	-0.525442996114521	1.39778252526996	0.180851819111749	1.2863590473596	-1.27542399877235	-0.447838999117816	1.47619878983423	0.21372573554914	0.00525806227050497	-0.423071194972939	0.00802510847217899	0.461877862030583	0.255480804115846	0.942254612922552	0.147038365105921	-0.637580465492098	0.00283178037585229	-0.412531255919676	-1.87996087436477
TCGA.VQ.AA6D	-1.40245861787771	-1.08716348668831	-0.905368789046849	-0.10717625920722	0.628567675689913	0.379715945814112	-0.109941017548293	-0.494972673288715	-0.809008446873254	-1.77564210828848	-0.531277319890768	1.3608375618331	-0.440842018256657	0.608840504774058	0.557825230793488	0.321852798886401	-2.14683909858076	-2.05719867118354	-2.50168976388046	-1.22667985161626
TCGA.VQ.A8PU	0.0416216772361514	-0.806229736511286	0.20630477677019	0.748204327560184	1.71433865048776	-0.592897060035825	-0.169817246652949	0.321378001654748	0.0646020665034443	0.223163196504811	-0.411796296757384	0.27757465052586	-0.65508151990175	0.629353468485646	-0.454773801074303	-0.918056775062718	0.329425745150724	-0.262795923794033	0.436772973761752	0.516546112132005
TCGA.VQ.AA6A	-1.3199027412183	-0.611878025156712	-0.28597559878609	0.276923979296953	2.41353325951763	-2.10928725237135	-0.747118075422774	-0.444043455227516	0.744760471829646	-0.839960787014448	-1.5661124347888	1.89865952178399	-0.527650033958132	-0.407129498608228	0.0032886967532299	-2.2144738289549	1.08397616486914	-0.573711600889318	1.30945327359651	0.665989061907798
TCGA.VQ.A94P	0.00902611554678629	3.3801770512291	0.217985770784534	-0.500062423790271	0.691305187530842	2.75987502115795	-0.883769916818825	1.19714284780978	0.234034340387205	-0.930476626296269	0.135001784420588	0.783177524968372	0.311222087041035	-0.325968387978257	-0.206469846173132	-1.23360869750228	-0.761173723032018	-1.20725566886308	-0.783737493783801	0.188682738452198
TCGA.VQ.AA6B	-0.218095422747499	-0.934950718131266	-0.718451549269401	0.706670721459426	0.783130485685286	0.607614120061832	1.45650837032199	0.742886269607386	0.351051392294779	-0.876043528157545	0.545150024772549	-2.23668671187864	0.800786522405818	-0.132084732483296	-0.852577961221841	0.00484889213366374	-0.836657694449433	-0.872090567824011	0.533404473676968	0.699169776930346
TCGA.VQ.A94T	-0.777575023822609	-1.05307243169439	0.432331501873415	0.232267677188062	0.563711725516502	1.16261882956495	-0.330915819734232	-0.0780477067028324	0.0751112088149364	0.661457875776367	0.195304980889144	0.951598592139335	0.139880929269556	1.53091238898162	-0.569038312458026	-1.12829201738221	1.27543941616567	-0.628721769089601	1.60380065134979	2.55606042226815
TCGA.VQ.A928	-0.874070001678512	0.250777413108141	-0.40986527546072	0.287022947061251	1.12066129712955	-0.591390374593306	0.448752402794526	0.825214929776528	-0.76976430115154	-0.19467265231545	0.605505080093582	0.813262271312697	-1.14405654195837	2.8591697313955	0.755647246192369	1.52993899679436	0.473342161822231	-0.459962562695569	0.374248943565457	0.193606737307603
TCGA.VQ.A8PJ	-0.554029871199057	-0.847942711255561	-0.521338043147467	-0.0266301367252357	1.42860740859172	-0.699476277097659	-0.48860353282828	-0.405946152876649	0.305673267647744	-0.784077476106809	-0.771283962325138	0.75429183693349	0.357064814254072	0.282593059300873	-0.246576793648319	-1.25282763416924	0.56430021629336	-0.00870709467940948	0.637300489299502	0.23411322366654
TCGA.VQ.A8PO	-0.213673913517273	-1.02587140950922	0.953494862558588	0.188114855163648	-0.577281987119557	0.0992329679676758	0.233720548082925	1.34932695568811	0.284338948376811	-0.526680534650042	0.336477842195133	-0.480183678713984	1.05874786758321	0.986069140110166	0.469623724456916	0.798452003042251	-0.759370231000685	-0.584076854159674	-0.565208030721531	0.175125865526571
TCGA.FP.A9TM	-0.0565836482497112	0.0858938568749608	-0.399030800403672	1.88583182251452	0.186711892290818	-1.2418699749702	1.2098045185446	0.774391212835114	-0.670178738839035	-0.627651869666281	-0.522420343535152	0.414018645107412	0.473535959517685	0.815828123360927	0.0269092727014462	-0.140365729310393	0.149733756878603	0.408118202581147	-0.0789769144128671	0.909908074510044
TCGA.ZQ.A9CR	1.39760498313186	-0.100354102890796	-0.159662808080316	0.164135391169894	-0.0705196859897999	0.649569220329085	-0.035813201283914	-1.31972666257763	-0.583648532566602	-0.029178520028275	0.406500063854051	-1.11300994704435	0.0649951587076108	1.58422338726889	0.0351841538795125	-0.831966209298498	0.485192920198851	-1.16957768949347	-0.634043657656345	0.204977942204877
TCGA.KB.A93G	-1.10608571916255	2.25066873371507	0.862402707617858	0.00730104454453393	0.532725241919854	-1.26006636314272	-0.759022161335796	-2.98828278550719	-0.82001272980544	1.62837639019847	2.30883907140297	-2.45873160536596	0.0248061467643264	5.65708002000034	0.117260814173376	0.689676556589719	0.626368101640446	-3.63469262947785	0.0966523123362041	-0.467517000643285
TCGA.VQ.A8P5	-0.275680203193133	-0.446364976795879	-1.911413811908	0.278335545300897	-1.63931578942122	-1.10186798589783	-2.95434336243653	0.38902852886502	0.217397304056551	0.679733195037435	0.4724057009765	-0.300770635422699	-0.935279042362839	0.613487509578488	-0.932987796449508	-1.24680213299871	-0.888925526027439	-1.07458378334667	0.251659737987911	1.47256433382954
TCGA.VQ.A8PB	-0.26373957146988	-0.895344712048919	0.741359959438061	1.50893985479046	0.0122160309237428	1.6983226128952	-0.276561431974844	0.238388305341543	0.284639533697389	0.148922148738915	0.553117155709906	0.359507915161609	0.703000347927654	0.515775776618756	0.220169712883448	0.518850214016103	0.999268326463596	-0.316731643474775	-0.535393631293329	-0.198553561516475
TCGA.KB.A93H	0.869568279309858	-0.957842071121848	-1.01960652185529	0.619603107719331	0.14583174631826	0.838548981294219	0.775745833377685	0.279190914661902	-0.457663417601032	-1.15571544283581	-0.852048325158335	-0.876896565954752	0.224989091487207	0.799801823799839	0.389338691742282	-0.432665823908241	-0.192420369835848	-0.592431866715348	-0.0596584673513194	0.261825067277522
TCGA.VQ.A8E3	-0.874674332507338	-0.397838463794145	-1.31350548712107	1.34164024657175	-2.12552220004351	-1.30859369350442	-1.72509793059856	1.81408112484657	0.617604786095721	0.765033798121241	0.773476781956286	-0.595710263273823	-0.517136001469389	-0.417397162604707	0.313242279492745	0.232357973780357	-0.29598442607008	0.504230043966533	-0.529843068320355	-0.655008469332251
TCGA.VQ.A8P8	0.818475808398844	0.237104756162103	0.335914329068466	1.01428367105469	0.600309242038212	-0.0653520379983647	0.418452848465863	0.0421270363513623	0.13733167006715	0.254144911166129	0.233958272500369	0.473296758499996	0.183760503760903	0.334823772546593	-0.0640060979795478	-0.120780164189747	0.411195884731069	-0.173712438535484	-0.107668520335612	-0.244808173148157
TCGA.RD.A8NB	-0.777283119136379	0.367823695618975	1.10442577656764	0.714313832611474	-0.313274298945761	0.48108835240054	-0.142802102365414	0.714327909321079	-0.0157225375393627	-0.310847860755016	0.0984812654013924	0.174578288115694	0.17595923563318	0.471132499332609	0.775741695636843	-0.0871559404297808	0.0363668474132602	-0.0765881800299821	-0.353042992094608	0.203703776556351
TCGA.KB.A93J	-0.748921439716418	-0.355152394376095	0.757329737377428	0.147183801201584	0.974138728238248	-1.83029892815012	-0.221311460986921	0.0987508155771305	0.467692101430685	-0.567985582197287	-2.81161056367933	1.08280790531361	-1.16536660044729	-0.699542909256344	0.661653549479543	-0.73888064928615	-0.858600035689927	-0.636023117714476	0.911976624102707	0.508904645326402
TCGA.VQ.A8PC	-0.425713585832045	0.295059235165799	0.294302261859068	1.06901980562285	0.743029419212997	-0.86877363061806	0.576084153237642	-0.374347117658274	0.112580420704381	0.222681475485808	-0.242856073903027	-0.839998403692549	0.188179292736262	-0.435993046896438	-0.172247131840116	-0.461176074735289	-0.0936554931156574	0.791413314792821	0.231635130928832	-0.201955823879647
TCGA.RD.A8N9	0.566501913431375	0.985510601174372	-0.0752976749098145	0.420430990938722	0.0768827954974614	0.108953797149559	0.477377603158071	-0.846431432451193	-0.182751186635111	0.0547077201757765	0.632611159238876	-0.263733415718931	-0.457599751160901	0.990810209458967	0.0414379772678592	-0.0712199556422231	0.0784107119530464	0.0360057367744425	0.139114610785826	0.0143093143876731
TCGA.IN.AB1X	-0.987448961639975	0.0942154688611982	0.579151229150088	1.22019495632272	0.37175649601129	-1.43956568222588	-0.226591498768444	0.0978895488046455	-1.93579346985096	0.192718249586148	-0.700279235990015	0.877178427916883	0.465461750934058	-1.14186362592647	2.38518477716595	0.967687686794939	-1.24062408131085	0.257399615539766	-1.247290294843	-0.806420732306162
TCGA.RD.A8N0	1.37757104515697	0.891179324412264	-0.29431112206063	1.40706678589369	-0.362996213549388	-0.638844247365977	1.1418270895669	-0.245916457836225	-0.224180427115315	0.131850583317489	0.0997959355753038	0.905396168200891	-0.0505830165902877	-0.000177845860329179	0.11365926417158	0.1587534697864	0.461277101971394	0.589667606653902	-0.0440759576854759	0.184940764332288
TCGA.RD.A8MW	1.52945143234182	-0.0386765185953043	-0.146063664155091	-0.0164892139401334	-0.268477293255955	-0.000686783539753983	0.336939088005607	-1.07017301302034	-0.505322249650821	0.134455926195788	0.442462386105318	-0.167654518775411	-0.132403450972288	0.297788805517592	0.149809774193753	-0.802502439026254	0.190427458001097	-0.622836586115521	-1.24657516397297	-0.372832905568547
TCGA.FP.A4BF	1.11124009516846	0.190626297992352	-0.447592924869807	0.461113544176225	-1.29769455822855	-0.262920744637113	-0.247652331613522	-0.709129691991743	-0.540198009671902	-0.0264288893224212	-0.0854063640062099	-1.35052630055784	0.0499704710572364	0.414553596913758	0.661732828016291	-0.439634469626189	-0.00855611835742164	0.420083009065862	-0.174320530517035	-0.29213143481096
TCGA.CD.A48A	1.27291053497081	-0.0239853823548244	-1.98569184967362	0.73381156497464	-0.751172344704322	-0.680621174326354	-0.749903919044364	0.702745259076849	-0.42334585600424	0.300906824531044	0.561115557360051	-0.335876831044425	-0.642471863041736	0.280494646244312	-0.153792289823419	-0.446674577064311	-0.179707824847136	-0.2309820888459	-0.03828349737349	-0.682392232132659
TCGA.ZA.A8F6	0.461866909211302	1.07039266146603	0.154606383402925	0.392445295958642	0.819189928937079	0.109471751680866	0.389153720000962	0.701223733528987	0.471898388653848	-0.422400466157202	-0.11924220014022	-0.724807277441209	0.191486364427042	-0.791581929095642	-0.316506887801515	0.155321401265028	-0.630288996723923	-0.248329319348155	-0.255980514059748	-0.323542004137498
TCGA.VQ.A8P2	-0.236784448601568	-1.47606364317101	0.433170977156322	0.0921000040407073	-0.240512679707709	1.65853997184428	-0.228254105801291	1.68610581832506	0.856684932083123	0.0719728958190165	0.3480114370998	0.614666953044155	0.577919128205194	0.773604341582576	0.389335396411599	1.93282155348933	0.623939106864619	-0.409678640145721	-0.110226619112509	-0.573100807251016
TCGA.BR.A44U	1.83519467215562	-0.523503844131734	-0.58878586376996	0.546610192446599	0.376750174004287	0.882280784035741	0.55996762479705	0.0565230254897567	-0.474358429710042	0.00402386868936167	0.254513343027355	-1.3649193983187	0.0843380072444758	0.278883731351396	-0.365714181826261	-0.181046811572024	-0.0524524398857392	-0.334727788968379	-0.192285728318095	-0.0757104068017354
TCGA.VQ.A8DT	1.04311745020759	-0.84294397850601	-0.0355449156347138	0.778402893824432	0.719630983884197	0.194477730007933	-0.437830728834412	0.425466272772428	0.650971825468255	0.155479839377322	-0.13984353255702	0.473430840186605	0.0416030793503813	-0.0307752085471832	-0.383141464069424	-0.0992100569216363	0.432095082884566	-0.112814118277947	0.377056276974823	-0.295960658484351
