PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17
TCGA.EY.A72D	-0.801536690392799	0.446454098705193	0.196659224837712	0.0985762829133041	-0.719741183998605	-0.683773496272439	-0.64603242358456	-0.963966421038387	-0.218676996974879	1.10070745301815	0.0498144384909654	-0.26306738035675	-1.03108938440926	-1.010359140436	0.265116916393994	0.688697908218628	0.560333707710413
TCGA.PG.A7D5	-0.943021461900806	0.905393153458287	0.916026557408911	0.650740582725389	1.90466915444571	0.676667184064101	0.348919721178747	-1.4570193347174	-0.782453898230534	0.195792619565991	-0.473113635607579	0.210809107782008	0.317612870710747	1.55785662246314	0.623920958119966	-0.404257736504047	-0.812554997075066
TCGA.SJ.A6ZI	-0.729431837063127	-0.728246676961035	-0.380662609647053	-0.00893261342652698	-1.36210956326507	1.51417072137565	0.108874397882305	-0.13530374026903	0.923397401531204	-0.15962193198293	-0.80068610110007	0.313502932346816	0.0238334708343693	-0.966425133178933	-0.837905023835403	1.04513916318094	-0.107985153422529
TCGA.A5.A7WK	-0.316751697185124	0.511515477838954	0.481661370856488	-0.122630520222086	0.0946813493142693	-0.203827958540487	-0.958965029240911	-1.23537936184454	0.559977377692708	0.0520270461495025	0.163780195992008	-0.976646124305038	-0.618649241618953	-0.92713737693997	-0.383713849787197	0.0704879708020818	0.0118933688408553
TCGA.SJ.A6ZJ	0.5291641025631	0.271959236689469	-0.816451921895227	1.8688368909239	1.40451761191788	0.148845759239954	1.38032678291007	-0.0381842533379647	-0.216563309318881	0.269258985504285	-1.10149101361802	-0.505588365128208	-0.177723659789249	-0.170089245073527	0.697205828332464	0.205276504280161	0.301677727072309
TCGA.QS.A744	-1.65164927260261	0.244155239906466	-0.141245569396125	-0.277598756559223	-0.118888056486183	-2.00490899824601	0.427101313813087	-0.69798227660723	0.258826552913783	0.780454181918176	-0.739807499061567	-0.222750314741785	-1.89357837336292	-1.97437595511616	-1.36022805451225	-0.803909220656374	0.546259584687805
TCGA.BK.A6W4	-1.19782025578308	-1.18445970184631	0.0568676332283541	-1.03254698996681	0.25159219821925	-0.0522790432747784	2.74861943800202	0.228203927682082	0.629293660569678	-0.218083492541574	0.0510677501716571	0.0296959527897621	3.17565801961195	-1.83819582334675	2.87793503076703	1.06685877725271	-2.34960287319066
TCGA.BK.A6W3	-1.08877499868662	-0.623104294381498	-0.759648374393236	0.14338513372411	-1.50562358368079	0.999295104957892	0.00921277486361268	-0.125140016671652	0.400917587768207	-0.625065579960945	-0.474170331514042	-0.500280338352153	-0.242208753182193	-1.07617487596119	-0.732444618380086	1.62585179924575	0.154697151011839
TCGA.B5.A1MW	-1.95755521008232	0.643014074964122	-0.194232948005344	0.436140811783362	-1.29379667868672	-1.48873000648204	-0.409660756009469	0.298354448405233	-1.18769666920199	-0.179250188619444	-0.677183868161316	0.593947864386011	-0.708503987597143	-1.79727627852045	-1.0952036523911	-0.240157834983449	0.246467676346331
TCGA.A5.A2K3	2.16267349421589	-0.597092256361888	1.53744352670772	-0.329627066220049	-1.48235614762979	1.62928282596447	0.657977881035082	0.554793024940976	-0.51619824470699	-1.22320306271617	-0.0710151892044153	-0.0547851190432177	-1.01776524112965	0.129916416745311	-0.950211074288506	-1.60787722471327	-0.126554529309182
TCGA.AX.A2HH	-1.5686642428349	0.21458738985101	-0.0545862825395993	0.24223391644631	-0.322701238468414	-2.02943573539628	0.814791508193374	-1.44277818531502	1.2475814587524	1.36243062323053	-0.873636651884026	0.335518882445876	-3.18325943550599	-0.278107395649892	-1.29448958038245	-1.58132564613689	-1.85100853243095
TCGA.D1.A2G0	0.0709726971451937	1.32491466097941	0.838686285890577	1.35659221570498	-0.817471491947904	0.242611945424795	-0.763774955577821	1.3656248522536	-0.637683993411576	0.331839080318783	-0.707918050948492	2.24491592547483	0.473631113474714	0.237504054492422	1.20841535994357	-1.37479270432795	-0.655721891660726
TCGA.AJ.A2QO	0.161050257711814	0.0458975407854235	-0.782979748929371	0.831033262050832	-1.43127777473125	0.666849823316475	-0.993463229324028	-0.504817116948851	-1.26508221939077	1.6449949603875	0.695918540485983	0.671695400615076	1.28804071373264	0.0141895707907631	-0.582753412769111	-0.169378403647172	-1.15887632326906
TCGA.B5.A5OE	-0.216153247498959	2.03685959934964	0.818844879447654	0.451110315919763	0.240248303927791	1.42298449330516	-1.38319268274234	-0.39672423644576	1.05784701052895	2.30437254595782	0.345421461176888	0.362333137816776	-0.11719148213212	-2.29469140331465	1.90572708273836	-0.637225488773685	3.41196001827646
TCGA.QS.A5YQ	0.594211067213889	0.142049342781098	-0.803710576399123	1.84648352365256	1.34318317440615	0.821534385335162	0.937059981424708	0.377814412760365	0.371591848675906	-0.208448918873665	-1.22710826813537	-0.787650513691349	-0.43210444216927	-0.3120693806762	0.420190830851429	-0.0842256462103779	0.317104329037881
TCGA.PG.A6IB	0.0586833013338633	2.22776032252729	0.742828848440771	1.79256492228886	-0.584698678848958	1.86101033173868	2.36013423954424	3.48496034010667	0.403531243748764	0.70059138645288	-0.452682405475545	0.599268292467235	0.201511893587941	-0.408921892499268	-0.471148758171076	-0.83658957427089	0.873591185107538
TCGA.QF.A5YT	0.224198544875089	1.01918628921216	-0.1379613748984	1.77266899787571	-0.371975611850332	-0.832701156443158	1.49030427309628	-0.382711808320116	-0.445118587863847	1.67167614471905	-1.22770011149309	-1.32774668002054	-1.61818692606662	0.398410952266215	0.442350702862124	0.651164456427022	-0.00398878181129067
TCGA.B5.A5OD	-0.189983336570936	1.49351412015936	0.708734215033918	0.366506313012124	1.46474253486424	1.38854796386513	0.359544544821649	-0.557638015882148	1.41410932140101	0.561420311867669	-1.20999599832477	-1.77466713070952	0.464476137128897	-0.547224091620807	-0.280964917651759	-0.0778610712560495	-0.481769815722263
TCGA.QF.A5YS	-0.172670597611505	0.675364480123919	-0.661150250103698	1.80823703679962	1.10900227021807	0.612634113411029	0.636810827771575	0.249319128298323	2.12184094858409	-0.0718544419808813	-1.5082378642772	-0.294683649999908	-0.945387005864989	-0.791540720168824	0.118653583638377	1.0627714608934	0.346485441035852
TCGA.QS.A5YR	0.783690366320569	0.171279036228816	-0.587528392597535	1.58528281117765	0.665381675104768	1.56798153746338	0.93176743635446	0.220635335642866	-0.401032395475238	0.963032836355715	-0.602443460046948	0.0403480046585364	-0.0168668194470047	-0.854630646137306	-0.0741633516665321	-0.392783296749813	-0.314443068655573
TCGA.EY.A5W2	0.765605694614074	0.95434991823361	-0.224046055797526	2.10697210917368	-0.371338866826209	0.0189013439449751	0.0471465113292031	1.11408365132989	1.20325068327222	1.14723940513923	-0.289526015350795	-0.554657931868035	1.08670692569689	0.121936264997523	0.532222498380046	-0.657107537065296	-1.78723368533357
TCGA.SL.A6JA	0.151918423994534	0.790667919617811	-0.810802498817803	1.83468546570504	-0.676693303167373	-0.143658536471466	-0.411872346861319	0.0576243109859125	2.91588438007095	2.20415126816851	0.980563848209717	-1.20685659151699	1.19297204497784	0.484540987458982	0.322404107224302	0.164505385600604	-1.59981447027222
TCGA.SL.A6J9	0.478427325799268	1.6175141962816	1.07251854686907	1.05835492407045	-0.332529027174857	2.25533216768916	-0.0838558452207709	0.413220309953703	0.831002980061358	-0.832853043621012	-0.102655822478372	-1.91074019261436	-0.571387281414502	0.482408164594473	0.270137723842044	-0.62502122176191	-0.983760079086351
TCGA.AJ.A5DW	-1.63988478206353	-1.12894479215372	0.237798805017526	0.788417170970672	-1.12609926442431	-1.12522800083866	-0.169163851245724	0.0679517828306485	-1.075057463199	-1.57856486763727	-0.706736186331341	-0.415086576069255	0.553792653526042	-0.232660838874096	0.419900993379746	0.806732269381725	0.630684158011017
TCGA.BK.A4ZD	-0.742403998488729	-1.13845562943155	1.02112061572532	0.407502042356744	-0.463844976526898	-1.57524048208644	-1.03572537830262	-0.428652548832025	-0.857900780086244	-0.963234132189315	0.84878908096381	-1.30816816463535	-0.00582018510974229	-1.74782818197595	1.19873268391257	0.15170721402594	0.243631408115764
TCGA.EY.A548	0.475712354317633	-0.581306379028539	0.184084650198377	1.34638321956466	-0.150347764677522	-0.55094791920854	0.245315300904132	-0.523284317197258	0.388108304123696	-0.936099313368229	-0.187404758774018	-0.932991053264805	0.336190902274414	0.705492764525754	1.01749368099236	0.0721238784092264	0.406349311832235
TCGA.B5.A5OC	-0.442100114690359	-1.56451374735328	0.792011921951863	-0.00590170355955844	-1.47475906201562	0.85933441083523	1.23006592150829	0.108520784564922	2.31425454104544	-0.839800935478824	0.76873206714048	0.223514860121416	-0.00674446376582943	-0.00597843297549425	-0.00998506543476593	-0.254805569222036	-1.05776994931553
TCGA.AP.A5FX	1.11156295174545	-1.31017417510972	0.669151753128057	0.212821913603805	1.11084296521696	-0.0719358994997201	-0.778722963752726	0.0804426508932772	-0.601542422930979	-0.745442750505649	1.25257047222752	0.366944694831163	-0.729632340613871	-1.49596892977284	-0.692472154606456	-0.414540148066374	-0.443442633424592
TCGA.EY.A547	0.78495101198958	2.41447770347672	1.05113089794283	2.47845965279724	1.62891804278067	0.398130545968189	0.718561288147541	2.53079455983475	-0.422837157885605	2.81695366097988	1.82953133480289	-4.11843854059533	1.22261985210772	0.231868347920341	1.18141452775227	-0.273543436805208	2.88461549848966
TCGA.EY.A54A	-1.05290390104127	-0.7535766392439	1.51704460450436	0.104929089165747	-0.317096651394311	1.21272339839077	0.111162335806498	-0.757131831181771	1.01078589360406	-0.19393700371757	-0.344041779898679	1.45049276997005	-0.111977017323622	0.312848380666985	1.15090958125612	0.525298614615262	-0.133897653812757
TCGA.BK.A56F	-0.888654117795018	-1.73152800713241	-0.385567034877186	0.657261650551014	1.16532873228591	0.0261409660225119	0.734476279726774	-0.0399955639833442	0.277595491849655	-1.11213732475862	-0.439155461886288	0.487447295679807	-0.18979834880508	-0.93615740078086	1.05522196005116	0.0129132148314661	-0.400574636415027
TCGA.EY.A549	-0.0646025821308696	-1.49891706090156	-0.380311693467971	1.00902182425395	0.52924842281967	-0.226070138486194	-0.356196274757016	-0.459432411793297	0.773646775588619	-0.4831722222297	1.50499615067161	-0.0627792168284423	-0.499638620177562	-0.390789080845431	0.128046737280055	-0.466475264321882	0.43506282493329
TCGA.PG.A5BC	-0.754464833954044	-0.364479738115697	1.75192891026323	-0.0641210769945164	1.02698838169541	-0.178317822667045	0.536718319839926	-1.38046932401039	-0.232452770943646	0.473161527106454	-0.335166990899299	0.624977280317758	1.20306466523418	-0.270739552692031	0.783007088535737	1.24952109421508	1.15551150788396
TCGA.EY.A4KR	-0.896497178173565	0.369242523202829	1.48481425697694	-0.0851807225959109	-0.95967017768339	2.14213531254082	0.153220150967731	-1.02972637317919	0.507653653200182	-0.162292647100238	-1.28328013961556	0.124960893000825	-0.289703275323246	-0.189720168412843	-0.00802035846823526	0.254707895845757	-0.23918472679635
TCGA.AJ.A5DV	-0.312040227937428	-1.44260348520655	-0.466063431450406	1.30083542251647	-0.270396781606215	0.997290491805355	-0.223877395102881	-0.884465184692791	-0.642409431310551	-0.0933348455240427	-0.268619047395145	0.509078202208418	-0.983779252069164	-0.226683485865991	0.214673871736992	-0.152105119220326	0.0343333894137917
TCGA.BK.A0CA	-4.34313320852464	-9.17714160397606	1.7780961401124	-1.39308897292846	4.09725281806562	1.51495433126015	-3.47475390014889	10.0600476298784	0.39445431127637	6.13282132790977	-4.05340287764302	-2.72096346515428	-3.47480947954733	-1.10988251364048	3.1200670371659	1.3075420116601	2.31524299905108
TCGA.BK.A26L	-3.45549692985467	-4.12364054438068	3.64453173485827	-2.94496116174023	0.175359721815959	-0.33704176047194	-0.141286028409058	1.95513774083419	-2.2813206827959	2.89363196752576	-1.9778768623413	-3.04414058501392	1.43814681224319	0.910298617380402	-0.827036618096503	-2.5637049264097	-3.57560408501517
TCGA.BK.A139	-2.57089886331681	-4.46680221693878	3.23346706910934	-0.689248209856087	-1.72656353096635	1.27097976615516	-2.41448565761387	3.42203213544147	-1.81312949853704	2.03284176600165	0.710043890163635	-4.70568748602284	0.872060354177548	-0.682557082059458	-1.32579219913807	-2.19499242132954	-1.70646555559293
TCGA.BG.A3EW	-1.73201318946264	-0.127348103475614	-0.380174781286872	0.255689907448151	-1.01793345625666	-0.73603171625715	-0.198225748680633	-0.984822598042068	1.46497673580125	0.366823028292327	0.364273640354157	-0.217357823671481	0.149624788478967	-0.587396062256202	-0.702659519809075	-2.40175865884535	-0.728259806102982
TCGA.AX.A3G8	1.33075655362908	0.779792534317004	0.405448281667467	1.67369829045712	-0.359955414370599	-0.431583179608627	-0.135189087085935	0.358059689118076	0.345871780943176	2.62298042074249	0.166528398846044	-1.67616111188999	0.554122552582447	-0.247131113400024	-1.02448443611584	-1.0817404495475	-1.02985469489332
TCGA.B5.A3F9	-0.534765507360654	-0.615272947155116	0.105760989853561	1.53644218556823	0.367164758851214	-0.234293823197558	1.34349475817949	-0.712504086470702	-0.0606983024612206	-0.806525143371754	-1.12061424727327	-0.881211000349151	-0.0827044277935569	0.480879816579825	1.01909679051855	0.876549085350622	1.4016779619099
TCGA.B5.A3FC	0.327397157573426	-0.199925016753074	0.908713834141139	1.25762128947223	-0.543035256171284	0.137311373559877	0.788817743044619	0.634306047994346	-0.119284484141907	-0.869940362607815	-0.000217381641348774	-0.479767173996953	0.655839750139547	-0.0227359579485033	0.274723889633689	0.340369634400366	0.0174659106811515
TCGA.AX.A3FX	1.37954942709206	-0.74948562246814	1.074399906484	0.129749145976392	0.567143336108972	-0.861653640978036	-0.723955072924576	0.293678631583554	-0.273289748736906	-0.927703988962348	0.638376556756549	0.480317861097453	-0.0172963039734964	-1.58710084752548	-0.0211855998419667	-0.250028223691801	0.0462435988699007
TCGA.EY.A3L3	-2.77651101717782	1.00343860887119	1.64808547484477	1.08230806503663	2.06594208631729	-0.0773689370993441	0.5666647049541	-2.23786501961959	0.945992795350495	-1.59646587949509	0.183361219812563	0.720975650737733	0.0372768630893891	2.03209128390812	1.19796976553652	-2.4509787577386	-2.92268949900899
TCGA.D1.A3JQ	-1.02893445891195	-0.126108181782976	0.583838697700105	0.651515603006395	1.87664083749206	1.65593095513084	0.203307291759653	-1.46985167044614	-0.217050042059193	-0.456857262456558	-0.784207570493112	0.324970512728121	-0.132495723343943	-0.338745209496776	0.173575840259243	0.686990655193835	-1.1661914200626
TCGA.EO.A3KU	-1.6186640128353	0.362855947164815	1.98339490211015	0.425291914558065	0.521814029860617	0.629637114214759	-0.141296190751985	-1.10506950952244	0.11395395362192	-0.432329567880161	-0.646029047758128	1.05717605483469	0.234624308487873	1.0192048443188	0.825790739797856	0.166977985071622	-0.437782174601031
TCGA.KP.A3W4	-0.836729116099096	-0.846942798624554	1.02569575073684	-0.233491012508621	0.363062614616837	0.524268887513733	0.94944520913123	-1.4968284140138	0.0388081384909119	0.175138865982594	-0.755493014986823	-0.0348041395643145	0.265140693914979	-1.33398419538483	-0.25779247225287	1.14692437443187	0.0179715581640881
TCGA.KP.A3W0	-0.30831484310552	-0.125941987013641	1.12261907314902	-0.374472157642472	0.071401663549383	0.092620691475079	-0.0412778464397704	-1.08036536722841	0.237094437513034	-0.592587708523321	-0.307667794274508	-0.971180084184709	-0.578012945603476	-1.34800227424275	-0.472349081070638	0.307863568971274	-0.116109482254562
TCGA.BG.A3PP	-0.50597041875013	0.369087790256497	1.13349974976227	0.995102649671466	-0.396379364597081	-0.615170098296383	0.166382891000745	-0.610086344041485	-1.25557843042741	0.260256172118677	0.248237366268207	-0.959437514850339	0.668082508080278	-0.392227039714108	-0.368000088869195	0.17879427037554	-0.897035747481728
TCGA.AJ.A3TW	-0.182586924862795	1.27055421125462	1.63551410740552	0.959405541105499	-0.599007691031498	2.00918186004974	-0.211170718837982	0.146167997371872	-0.493519064958673	-0.743622573335969	-0.148359330419991	-0.579283039161261	-0.444957079154472	0.531024310885297	-0.0322651565487904	-0.409735615006683	-0.500518276972756
TCGA.KJ.A3U4	-1.35286567952026	-0.444529263279895	0.783394964729342	0.000817883012548694	-0.0141563404967111	2.17169941740439	-1.17248989848312	-1.16668983974652	0.986590068895858	-0.837473940092882	1.23717579017204	-0.30560660748162	-1.54652402759849	-0.255498337387356	-0.0522067424894725	1.24237778193024	-1.46384305873079
TCGA.AJ.A23N	-1.49143537047233	0.485812284810655	1.15143238591211	-1.22184105750593	-0.074570642481178	0.422457925593022	1.02858216013652	-1.14390948054549	-0.12624343616739	-0.13833850487021	-1.22755013487748	-0.229666079698063	-0.238866481687484	-1.3028706570388	-0.252726231754212	0.662562800565324	-0.816645942591318
TCGA.A5.A3LP	0.0670442554538122	-0.194712889650912	1.34905191922467	-0.738827212986841	-0.986328465064546	0.423970624661806	-0.898213494772897	-1.72258719225299	-0.0961617862403857	1.16855467549585	1.97632964239074	-0.839593114086938	0.519955227558622	-0.182698710482727	-0.726699762918339	-1.18069537749214	0.657238601470697
TCGA.AJ.A3NG	-1.9653880955547	-0.340816297082789	0.399094619541334	0.175493287176287	0.254903176242848	-1.24298033195384	0.516646372325183	-0.0412153699342276	-1.20925471150371	-0.0953132948808626	1.43627290020199	0.222958674226305	-0.787683066617887	-2.25753835934382	-0.88927923428778	-0.19628611048302	-1.12965041984
TCGA.B5.A1MS	-1.13338609173126	0.172474917274235	1.21244703058158	-0.768152921608553	2.22730318414343	-0.105123247507749	-0.851023119041815	-1.11170029390481	1.33206210624281	-1.17988362921069	-0.498017437242012	0.501244783370468	0.156470787345963	-0.280582719671469	0.535896079197947	0.191670514594197	-1.59135575252253
TCGA.EY.A3QX	-0.716762362037568	0.383303311685065	1.00610833720916	0.548347085928549	-0.490354915380046	0.913314866152783	-0.854908776702377	0.0404026128263477	1.08015995432958	-0.0487906587483183	1.07096633166684	0.691978263017623	-1.20467532134581	-0.708208477490998	1.02077217178777	1.0021605960248	-0.74048779474139
TCGA.AJ.A3OJ	-0.284755816776989	-0.394261522874119	0.401897641366606	1.38440989577648	-1.24198439646314	0.449335127767192	0.104949823571524	-0.689992266912212	0.356646124207536	0.95044909147507	-0.716319025141599	0.412918771757889	0.591029972549029	0.0326419411733743	-0.366066189706738	0.042833505416833	-0.31438211252384
TCGA.AJ.A3OK	1.54749003347691	-1.86000489517374	0.329156128674278	-0.10923891317293	0.541104158781389	0.514596067639422	0.975445902081736	-0.946024400205382	-1.24545181383148	0.164479242027722	0.918836367965175	0.663951635612311	0.450915000182525	-0.685933013273947	0.377594643714766	-0.697821690911282	-1.04078270697758
TCGA.AX.A3FZ	-0.875686996308448	0.249433493171009	1.72726784408098	-0.517820585852205	0.294870124250423	-2.18734805099075	3.44053563962984	0.581443726186619	-1.85887254039134	0.946037373285953	2.37490282414109	2.27787786754313	-3.80719486866383	-1.63223788868001	1.20722697439954	-1.15927775474054	4.03896569000228
TCGA.AX.A3FS	-2.056872698558	0.618674999843584	2.09101801933213	0.344954330343552	-0.597452805228956	-1.06412863630454	2.75442661410805	1.38415132273142	-2.81529666735909	-0.150861679177212	0.713111230740324	2.57528839554717	1.48105715201201	-0.22305078190779	0.417078613789529	-2.70024594141995	-0.0636684814405611
TCGA.AX.A3GB	1.05217588347518	-1.13870701144137	-0.171753301378833	0.882556591049757	1.00199717399357	0.0021442946209278	0.904731303599711	-0.760095013703454	0.227197766017726	-0.0634383108751391	0.307085433675584	-0.0898389805252642	-0.740061313780896	0.0407545923321832	0.339295045920145	-0.760417911838327	-0.400210388874426
TCGA.K6.A3WQ	0.225258204334809	-0.0339077296643667	1.598251052152	0.028308439119584	1.2595743643621	-0.341849481036456	-0.237327160166744	-1.2376108138117	0.778296912500964	0.102084627177395	-0.226348754608271	-0.3015681010205	-0.291143357591989	-0.344981685452655	-0.300260955992837	-0.0793632190101727	0.275407712468715
TCGA.FI.A3PX	-0.77838145925102	0.291856805816234	2.14285027941139	0.521510210558334	0.862055682320763	0.03280194911092	-1.17981127657186	-0.483704341629674	-0.393518230292682	-1.01842424519782	0.467071995505768	0.496380141899345	-0.0364285450755629	-0.370189331337699	0.974836993106425	-0.495230036519442	0.445577476985604
TCGA.FI.A3PV	-0.11838976730673	0.284905888459762	0.815069112676544	0.642808725725483	0.73307742093367	0.131047318323622	-1.46874575304856	-0.955784635828832	0.487573551512985	-0.0688352472319876	-0.296451281399694	0.132796643249179	1.20749957300749	-0.652827518140064	1.02664457525961	0.54126231664077	0.413536067966181
TCGA.KP.A3VZ	-1.32824345666387	1.25873226724691	2.34764173084609	0.604120905087844	1.73562748307123	0.521905626828365	-0.581834609824671	-0.933555192180957	-0.896697538777034	-0.673742675888526	0.214226768925104	0.427963492140809	-0.359122381218091	2.31681143694018	1.27746713795212	0.25205019439543	-2.39525821860284
TCGA.AX.A3FW	0.606525544562526	-0.862502250913106	0.958402249807976	1.38193977520866	0.108975641030061	-0.749857742940343	-1.18247360347886	-0.313312531746082	-0.229215377139012	-0.727813090828908	0.146277286110418	0.679943896509903	0.40116521422753	-0.195283042283531	0.799531005609622	0.315046701534328	-0.42706079913672
TCGA.A5.A3LO	-0.735491550733078	-0.055021568936986	0.438319641658565	0.623497371301612	-1.41572317462102	-0.189967477270537	-0.670138499490553	-0.582651585736007	-0.824405555761243	0.430787120446232	1.81366825534116	-0.684169578431414	-1.39687772934175	-1.65144921096806	-0.96063835135451	2.2191342521792	0.269304317050351
TCGA.D1.A3JP	-0.227558797121975	-0.621659258062902	0.92140237427597	-0.654102744768696	-1.1250092325963	2.21572802314463	0.504960460943365	-1.11036490673706	1.96070583418982	1.50706599513684	1.36641181474284	1.09530876814702	-0.468099817806116	1.39178586735218	2.38426998566135	-0.622595202882082	-0.0292667456499567
TCGA.AX.A3FT	0.520853492586541	-0.509197837474227	1.19124988100171	0.140377565650538	-0.481778773807205	0.725489677324877	0.597870319790225	0.871616020428158	1.50490606762318	-0.612708173496879	-0.843611193188746	2.05154689944074	-0.59816555792452	-1.26561445868984	-0.536894717273454	0.16437863341714	0.556773182810417
TCGA.AJ.A3NF	-0.620365634303488	-0.349032378887107	1.30909952102449	-1.06858013987536	-0.0126380325269141	0.741172519652966	2.39957572585333	-1.23252561852159	-0.109045855431407	-0.380348654229215	-0.147580147172013	-0.181674632974263	1.76077447261336	-1.37191164352535	1.01644223631881	1.08526240730791	-1.6611822084487
