PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25
TCGA.5M.AATE	0.349673426851174	-0.467711834157297	0.0867082683393749	-1.60375011769402	-0.00586254424969251	-0.425159568437762	-1.1353353329091	-0.524229341317045	-0.209603222490247	-0.642358227574595	-0.0837111478153304	-0.622003552595184	-0.0532605660640039	0.446502338877762	-0.0326584185798303	0.0767326459197515	-0.733331276061315	-0.159347441164791	0.0391633828193356	-0.755874218430591	1.31681380925603	0.272162346095798	-0.0724226815359388	0.289277359895163	-0.0304953497625848
TCGA.AF.A56N	-0.61051674752054	-0.556252590726881	0.85746026404186	-0.926817896452138	-0.134588544033191	-0.16008839751225	-0.540107333188652	-0.0149201209840217	0.0190754287327651	-0.236629965920715	-0.151242981463777	-0.450710777689914	-0.558009050905067	0.974390675830369	-1.64883492737391	-1.81500127859272	1.63473727929732	-1.57624560586139	1.6161856668391	-0.055450793218396	-0.971189459753182	0.17045332535269	-0.445585537316588	-0.44094607180046	0.237747448560733
TCGA.AF.A56K	0.395605130896979	0.721391927448787	-0.444585006901273	-1.86956911537896	-0.0874390663343223	-0.376074284931882	-1.39258768149535	-0.307167289407302	0.0357037522123582	-0.139879879860593	-0.0972229437849823	0.183283656142339	-0.570869482102189	-0.55288435134626	0.551889516003683	-1.01031352950756	0.235990447960685	-1.17989552604531	-0.295924187119119	0.210169218807892	0.634186509270201	-1.18366865182624	-0.812644903434359	0.0777881149508966	-0.00403796845528392
TCGA.AF.A56L	0.0616575993769223	-0.311736193810292	1.24333476548986	-0.930005784923189	0.0948246539004988	-0.68793110381109	-1.17169059645039	-0.831220346502136	0.199761660400502	-0.0902119355212329	-0.222648644228762	0.444834838526134	-0.455356450557516	0.0258254156610576	0.150420498241943	-0.725239917928078	-0.0886199413946153	0.231957978002143	-0.424726286934608	-0.0531189284980924	-1.71925103153417	-1.75348177771032	-1.32685947864001	-0.199850569007705	1.26002002587497
TCGA.AY.A71X	0.482866971814575	-0.175933472499851	-0.0327758115676149	-0.681147874207671	1.78829593620838	-0.601595032375631	1.54381741799367	-1.48577700287589	1.41309598214028	1.36676734777351	-0.62484091739309	0.261101535843512	-0.504078782458018	-0.167501363368521	-0.403746786967798	-1.10501340197064	0.606827459841128	0.187933364043375	0.298128942010064	0.112974010669886	0.0900174285879707	-0.23106235653248	-0.640091911584843	0.128674989081539	0.94038964125781
TCGA.4N.A93T	1.11250190630549	-0.0152751548540329	0.200956666531118	-1.81395619180319	0.616259931671454	-0.642206444103993	0.822448843933182	-1.37824916233549	2.40040699338133	0.228369329629371	0.95714791430474	1.16912815904177	-0.628510957968946	0.669354954299115	-0.219310511018454	-0.881266683382009	0.945871248251822	0.133129612153368	-0.829812683281513	-2.75082665000046	-0.877841175880803	-0.510772768754094	-0.371517431077493	-1.29508152697985	1.12734674082714
TCGA.T9.A92H	0.291187232197272	-1.05585709547145	0.38542421037795	-0.238100588397291	-0.063248915841676	0.0340453143412195	-0.310006213427217	0.279616294854491	-0.455445480752863	-0.820786643842565	0.471203049485421	0.960692929097956	-0.625329309873269	0.419925385120932	-1.03984047777497	-0.656532560358627	0.832379784909305	-0.440294013108049	0.148984934105744	-1.60365104349598	-0.985006106561801	-0.113942288878855	-0.4839149465545	0.420491540581196	0.856740397918987
TCGA.RU.A8FL	0.783736279829575	-0.946809926186206	0.393344064533821	-0.618730929772812	0.0847459784441261	-0.596136699958915	-0.716905669683013	-0.860472885666052	0.168997320151222	-0.110262877752499	-0.173706249734561	1.66242315203072	-0.351519150722746	-0.545099102092198	0.55954257868297	0.660836916430774	-0.305682338049575	1.12413561836127	2.96059713687246	-0.824833489571844	-0.0694870168579773	0.0639932518974575	-0.886074166726847	-1.52919608139281	1.27816913325942
TCGA.SS.A7HO	-1.05848126120005	-1.15414358153993	2.05315411749543	-1.28061723516903	0.340495676797072	-1.46018342950889	-1.13463186621312	-0.889639494039021	-0.393218668338746	1.38917615195693	-0.692451373030182	-1.87854499010211	-0.00291918202141474	1.87564389250628	-0.982369122469828	-1.88044094543622	1.03493941800118	-1.43166905682136	4.53358165035285	0.73757226153442	-2.11389233957753	1.89250310955853	3.39324643101166	-0.481795472194757	-1.43222037478208
TCGA.3L.AA1B	-0.502078928091676	0.278156533085204	0.509271317506912	-1.45768013272338	0.287087863453876	-0.749229407925469	0.589703169059798	-0.884219023394807	0.230197613094365	1.3345597303684	-0.353596052152247	-1.55339467058314	-0.605827039774261	-0.199966402881458	-1.63626458766551	-2.00225087429021	-0.324068400104258	0.651762247016451	0.991918637160963	1.03107969929494	0.657880631048101	-0.184890017764644	-0.181221758656857	0.104239388776844	-0.119815120296166
TCGA.NH.A6GA	-1.31038136370463	-0.37889595817694	1.51753751923146	-0.589601701500401	1.20080029145317	-0.84332331286615	0.569853299806421	-0.856394502309593	2.05174223015486	-0.333444734346145	-0.407514069511722	-0.467276165134643	2.35876206449433	0.234965663114702	1.29791627060348	-2.16987109940419	-1.74303795902504	3.25505349116986	-2.32899649487786	0.991772360513042	2.4684081162869	-2.23154853166259	2.54939642874366	-0.792049942624851	-0.916128637853848
TCGA.NH.A50U	0.253756826723069	-0.413136033093325	0.493600082696269	-0.544216843955047	0.974942638622019	-0.640419742237056	-0.23834256636015	-0.852443677422331	0.842656614193564	0.722450503576067	-0.229587866801956	1.59089222516203	-0.78759453460368	0.279531882516763	0.242377283898211	-0.979238353305164	0.462891451996161	1.34419494380465	-0.22391632332347	1.82434883470323	-0.787103049802317	1.31161735618384	-0.51348998368532	0.489025736485496	0.621528432759859
TCGA.AY.A69D	-0.62825612883609	-0.627923683937216	0.341635793867298	-0.902357389725163	1.71946008637456	-0.387730457658879	-0.0392272055683638	0.310033628202079	-0.804438499072289	0.777570462069713	-0.169460068601265	-0.643980591087581	-0.334869310765626	2.57438073738822	0.613587108580703	-1.7008629310968	0.335999237418239	1.26866447184875	-1.14778410404641	-1.34894982012795	-0.684131792308667	-0.489703900242341	-0.694630508138176	0.277713813129648	-0.988962391745965
TCGA.NH.A6GB	0.414340207162918	-0.332727357679411	0.195121449675469	-0.675483574473523	0.721773150913655	-0.101123912039349	-1.46128812743426	-0.159464630435033	0.0829215115264188	-2.09920835089357	0.789286628144746	0.371828269506229	0.554336223224879	0.495377066011141	0.517559507895387	-0.354031647711014	-0.284981104057104	-0.104677285373191	2.17632746567195	-0.068781324320613	0.498963856682154	-1.23186364599566	-0.00739250475566091	-0.463608416731871	-0.101156480678241
TCGA.NH.A5IV	-0.599726075333677	0.234742373325316	1.14895983607094	0.61234255366423	2.19537528497336	-1.6156876374867	0.0204275947382653	-0.99140756414304	1.263540993336	2.06081439671138	-0.279363213471575	1.21846807652384	-1.51592362510839	-0.503138123409877	-0.324787357763905	0.589641706588343	0.235717030800225	-0.587324462150799	0.533310581695447	-0.435017573334315	0.692875440082393	-0.432112496657136	-0.624091932802169	0.774753856447497	1.88751521697319
TCGA.AZ.4682	0.808058391169286	-1.05340688912559	-0.664270999666617	0.363815117714384	-1.42325874936289	0.0447101169007303	0.524601042215611	0.136031850453451	-0.0461719288949591	-0.17936122272011	0.160951211660966	0.131916627919446	0.00581428574323742	0.77875066175323	-0.138368560425846	-0.00751416897265717	0.314836883088002	0.663130483234292	0.524017562522214	0.275800946395197	1.56070446624695	-0.339288731272417	-0.128703493789623	-0.00651607123770164	0.137042039538125
TCGA.A6.2686	0.227446571126848	0.499500700466948	-0.454772519887171	1.4487276785187	-0.465766732896349	-1.32420931300589	-0.154890770079713	-0.386235341463717	2.12358597458336	0.50539586023091	1.01212337895458	-0.602428139335958	-0.271024670357944	-1.7671554614907	-0.554568158280875	-0.123366467578465	-0.176481559626336	-0.419943866139547	-0.679296034272099	1.76945647615917	1.87658490030025	-1.82798015521484	-0.948137332692264	0.0757000498022993	-0.993839556904522
TCGA.A6.5657	-0.940182150583064	0.823673572395687	1.32332891478015	0.51478781682213	-0.300121737887255	0.0731976788495187	-0.354612774985774	-0.34921712968074	-0.866114273791533	-0.0889564705626363	-0.440859911812394	0.552190728088688	0.990566803127161	0.159801332668426	-0.222786460250486	-0.493915985215708	-1.06476090257013	1.2795805127826	-1.00689356091526	0.908520595503624	0.631995692078619	-0.205372744774754	-3.09400672824986	-0.284436526873768	-0.54880084874098
TCGA.DC.4745	0.0737383342435675	-1.39865109906619	-0.14891915190364	0.839271966169911	-1.95956656860574	-0.104280668106024	0.652415296720483	0.649811312233113	0.537668553127771	0.765138025250852	0.31302676899346	0.581902928708406	-0.651656486938614	1.66602112430593	-0.883118520642745	1.18221278723141	0.471594693040268	0.663865338120337	-0.156770517797354	0.722157528072851	2.05334055346597	0.472097328782245	-2.28113744183681	1.07293144019879	-2.92735513543398
TCGA.EI.6881	-0.0414322529791834	-0.747553465278612	-0.221804235236706	-0.458728733012494	0.307171307999653	0.531606859464026	0.0970078753773097	0.305157339686394	0.158466873539349	-1.33977501417948	0.692105979941866	-0.346103786200001	0.195150322481052	2.29416401956349	0.490387907502852	1.66791718255642	-0.440974222102516	0.644088665138598	1.16024486307135	-0.478173702083702	-0.402642120452356	0.139982339157629	-0.722337383241615	0.860887185156552	-0.000854099524940691
TCGA.DC.6681	-0.51882496954238	0.249755990669192	0.510070784457173	0.0626071957744152	-0.264577678392991	0.999673413052505	1.70342874513492	0.631686897764203	-1.49331821947284	1.45186102139583	-0.763860407010471	0.622796491550046	0.163385779663787	-0.066765262334061	-0.974719567538082	-0.635920524959518	-0.818470839223094	0.252530571826937	-0.510370105668081	0.190576106255065	-0.629019961165895	-0.727708739923014	-0.0507352433594764	0.624278974491307	0.486794622646211
TCGA.CM.4744	1.25992337439821	-0.835089384662256	-0.423552250202889	1.52293949079092	-0.801021478419638	-0.0118965964401974	-0.190279428036014	-0.692524607757636	0.104724154425501	-0.919236236417392	0.257137469790061	0.448874554572983	0.349911839345384	-0.267372786597006	-1.0954923924359	0.0628336433210179	-0.105617883628399	1.08935328283797	-0.315707605791756	1.48199463265047	-0.235719612180214	-1.46102919286026	0.815606815028629	1.02059635206565	-0.905215405296519
TCGA.D5.6923	-1.56841716819047	0.149395490122743	1.80088956801165	-0.156929098982305	-0.249295914025403	0.351625243065362	-1.53412452828379	1.07529325670183	-0.263206999522819	-0.917050748001921	-0.788159663091722	0.786586664505851	0.373849248357161	0.00825936407465579	1.7934406424562	-0.948596371329838	0.668649394267638	0.0311050970860658	0.165774716538319	0.367237163250505	1.57798597286044	-0.950438705634863	-1.42491453993793	0.661884792418735	1.63801186086323
TCGA.G5.6641	0.864061398103033	-0.23023898992416	-1.00236066869755	-0.901216766685005	0.583554740438243	0.358728835631411	1.59680223072622	-0.519105653840021	-0.278918841027258	0.989060130062746	-0.129014542394446	0.165673278976721	-0.414806084493679	-0.364180938238551	0.779320237801864	0.318440336732354	0.843908052811978	-0.194907352816202	-0.0409426067221569	-1.1057246055319	-0.967673957338888	0.818473762885168	-0.309298615467646	-0.278105588830173	0.32004140233828
TCGA.D5.7000	-0.732151457523741	-0.170886837644354	0.147398284037807	0.318118817918453	1.38826540460219	0.532093881244526	-0.0670333562161623	0.666920200995704	-0.122950989012193	-0.780232239828527	-0.0282457274535119	0.102458216081504	0.290241224963784	0.286190137532481	-0.595489619579702	-1.09457787126719	-0.174657527045103	0.0814602667411529	0.108940090641323	1.20371828184291	1.03901792922821	-0.818328352480791	-0.798047487982923	0.631088343992609	1.25144945232293
TCGA.DM.A28E	0.156618508950294	-0.963892962219111	0.250003314700601	-1.35330324736016	0.525761586252347	0.24854004716004	-0.0255332475071722	0.00105799811996898	0.231885718376772	-0.463088019517412	0.435439619470454	-0.776000086512415	-0.162092629023411	1.88117098185174	-0.71054477019851	0.75722534540661	-0.741208715334601	-0.793900211173567	1.54983666988112	-0.0429214615084306	-0.561404855797399	-0.799830059338686	-0.348986778772375	-0.058547694232458	0.612711742677046
TCGA.DY.A1DG	1.03023742426668	-0.559532884701073	-0.19178886079489	-1.12920835764617	-0.422283873706875	-0.723993555274903	0.304525576985864	-1.39617404391832	0.736211469429362	0.0148415969624689	0.37620278798179	1.43379246949794	-0.54304925416759	-0.669844890464027	-0.639521049559042	0.317634376335795	0.925620921241251	-1.55884580481351	0.175932316321312	-0.394892636236929	-0.562523334045908	1.49250521169366	1.2665158276843	-0.144806152561316	0.765476980297042
TCGA.AA.A02Y	1.53250663523863	-0.216441288200912	-0.812565290698506	-0.117645019458485	0.42337641208835	0.810799239622476	0.246541350384387	0.0132809819803433	-1.1742360455246	-0.743153698602413	-0.0505367538921047	-0.846410358180045	-0.0734342941459402	-0.0181843168954986	-0.519785510351525	0.157807771731127	-0.343298666406511	0.516918747339705	-0.32145498731893	0.559675893230004	1.14842189124138	0.229215505391686	0.283173344477137	-0.393788665878288	0.438473762666271
TCGA.DM.A28F	0.1454251878679	-0.862508047048894	0.819123258015425	-0.610368346395943	0.0296103524503628	0.393229887663904	0.291642137971458	0.227698982577112	0.620479231375407	-0.487436040444446	0.400089639778857	0.864282705664387	0.202653093540333	-0.0929607288936593	0.389116132160934	-0.0160671031977104	0.84779024786766	0.432855873076898	-1.21964622447647	-0.73335872632154	-0.960475304586447	-0.961587188662796	-0.595213984551589	-0.295626026510877	0.655306104440463
TCGA.DM.A28C	0.695029383554654	-0.211488769577255	-0.483020001408989	-1.01067482907423	0.89016969369488	0.63988181109164	0.91071114530905	-0.180059039665084	-1.14123635565494	1.26533062544136	-0.869836285754955	-2.10988177759311	-0.66876769542553	0.0468991075688711	0.0992914666920462	0.166933767435079	-1.38115399715184	2.26338437493839	0.273999696374744	-1.45133096419871	-0.0685016949728372	1.07344936343497	0.967243776314669	0.534817516136256	1.6886812214186
TCGA.AA.A02K	0.809791957111453	-0.3407038226735	0.537459467403567	-0.809391830821855	0.605494261143502	-0.784097187978439	-0.437195336784672	-0.628505731240376	0.687888117231699	-0.675499724500017	0.394171870105884	1.37098851044958	0.114449395078449	0.779231866819225	0.106953214024423	-0.453936769217867	0.293591747772705	1.36270792517776	0.257757118127812	-0.787563860090285	0.527219309987726	1.86620061928541	0.782898475517927	-1.19514219776864	1.01699245025121
TCGA.DM.A28K	0.769187223706944	-0.321316933292434	-0.321664350752082	0.326411247316554	1.17152398104727	-0.405183467409773	0.645398388629584	-1.73434579962402	0.0160341399757299	1.12885405419852	-1.45148524158722	0.733869906960717	-0.225824768349156	1.19113611669314	1.52016998815532	1.66153102076841	1.49980507518954	-0.644014640657171	0.143467902850064	0.468870683235179	0.205434700995633	-0.00778129846673466	0.439372000869335	-0.135552987962989	-0.529896431125359
TCGA.DM.A28A	-0.923358100460511	-0.840747103098966	1.75823471660057	-0.292461477882875	0.116655107093888	-0.754772926206626	-0.372046052426172	-0.701345828842374	0.782272615712201	0.433317207006626	-0.699366834870646	-0.906591118815358	-0.00709743055204967	1.88496203926805	0.411575234878753	-0.682382644623545	0.921132887183568	-0.0566854339520556	-2.7170257604754	0.475676531816217	-0.815495672890747	0.349550727329903	0.670699828837627	-0.401692999539689	0.125890194443204
TCGA.QG.A5YW	0.836066929555197	0.114712560373707	-0.552847456970251	-0.428501386234496	0.53578290458723	-0.403257586578127	-0.450830645262207	-0.631263947060659	-0.819572766491523	0.36352159199354	0.208967780971613	0.752007374092466	-1.09317454272774	-0.815005286776473	0.740518775396311	-0.967315671757087	0.455720254871364	0.465378968951882	-0.447942876022302	-1.74154765940025	-0.423931462421377	-0.568034541965003	-0.64711838519288	0.34109232817216	0.156315833992118
TCGA.A6.A567	-0.105622774105139	-0.366029129088835	-0.320300344089019	-1.54034437616327	-0.146812546385364	-0.226864389532484	0.00913582996144885	-0.667881188398099	0.97261979960472	-0.600123756844209	0.120832569849574	-0.229466838175102	0.352828217229408	0.62048071164903	0.397812356911171	0.500109685604762	-1.00082608297556	0.7445442990024	2.14042375202575	-1.17862398576741	0.0482693209618782	1.2046360696126	-0.579855258944732	1.72176042260728	-0.771385109140136
TCGA.A6.A565	-0.172740491047888	1.61229532768019	-1.04738502617901	-0.494306976546694	1.75240413483041	-0.401779853070373	0.785211748321325	0.285280575433286	0.331288204914946	0.421492287174881	2.46987998575881	1.37840880292937	-0.690997577255154	0.464946797340576	0.290311201056661	-1.8375129632394	1.10525125434687	-0.283675310879252	0.848852416962084	0.163147207138658	0.33306178380195	-1.62309614254075	-0.259639867622143	-1.60140467006857	-1.6724054431674
TCGA.AD.A5EK	-0.670548476657597	-0.891685794670113	0.899782559500612	-1.23200801851512	-0.192062080442202	-0.898186405184046	0.0366265812831838	-1.2712741532841	0.719199598207789	0.452240408519813	-0.757882078881274	-1.2602794221722	-0.896900860211014	-0.16044902409726	-2.20549531382228	0.198462993465538	-0.458896417490216	-0.481604909934694	0.136477128347473	1.35673352971675	2.14624417756357	-0.676024828850293	-2.73883427422346	-0.0427719510615365	-1.60864730311637
TCGA.QG.A5YX	-0.0371899474270373	-1.08249453511256	-0.264553553055397	-0.0184354902582257	0.924334802933263	0.451870958833465	1.06843616444321	0.483594998624119	-0.835294257806666	0.165328715417819	0.76349626906609	1.79028469622431	-0.735244916473736	-0.910487851383772	-0.185899704655379	-0.952068684722313	0.560798124033325	0.361372195185632	0.653434648544703	-1.6183483468873	1.05818095847293	0.445358019535935	0.885111409019125	-0.202258970049484	-0.52748059725554
TCGA.A6.A566	-0.988986136337051	2.30024132928853	-0.752464071221147	0.920090754361298	-0.808718314832972	0.330056076657225	-1.17039850716263	0.0134091822381567	0.23309955395467	-0.0299624939627762	-0.916042723466137	1.00460994094429	-2.10116732040819	1.08665946894202	0.336259311320046	-1.73139167653823	2.28909985627967	0.861634812565892	1.30287199226823	0.692715014615959	0.813995141736077	-0.063705484492679	0.346578403109381	0.0728393842617912	2.32433642801774
TCGA.QG.A5Z1	-0.494681430120903	0.0699019962036017	0.227202639063684	-1.66950557456004	0.603509330837617	0.827361117874284	0.974241573776624	0.337824181035552	0.498853899184714	0.620132003701804	-0.16610561324213	1.21037263455043	0.177152163613124	-0.783856594340955	0.769679233711183	0.271100430143068	-0.701661792754111	0.321425282260987	0.278401573777322	0.361611448478634	-1.20529207280526	-0.0321815765848329	-0.200764748286697	1.1324146210116	0.226166371764955
TCGA.NH.A50V	0.447722778871476	0.544970341100349	-0.755866227157782	-1.22257075073657	0.840069985305178	-0.357074373702677	0.166340275577371	-0.768574025383585	1.06817630210019	-0.232255136331271	0.208548792922424	-0.422021844996639	-0.692923519904854	0.886180511774359	-0.00647359665881156	0.458589903914105	-0.306929329795494	0.577129145172165	1.23263249682313	-1.29354374011931	-1.12072901373339	0.671139028252865	-2.17358847671231	0.0436129919860193	1.51772229382738
TCGA.A6.A56B	-0.678251367334635	-0.0856008405672955	1.43107024357643	-1.62656219695193	0.593688545282418	-1.31169792783369	-1.0667728285865	-1.39063628405396	1.51830795474966	0.485075769020142	-0.605198204207428	0.52723888280194	-0.451246593778158	1.77727975377025	1.39865951054476	-0.181340472896483	-0.0172590745245636	0.303939870742344	-2.12332116116884	-0.483149834606747	-1.05547209804569	-2.07288588732659	-2.65944526609261	0.852448296053075	1.19959435013023
TCGA.QG.A5YV	-0.306132726338221	-1.19313472140298	0.692068780124365	-0.150045741271765	0.341187092580156	-0.303117376434431	0.0542800017393491	-0.821960002734469	-0.235175089930558	0.581988038139793	-0.165862390464695	0.1770703038311	-0.516883290206955	1.45383283325035	0.436292541403808	-0.807524215327529	0.27942899445231	0.891956716237173	-1.52312323552343	0.595656976167939	-1.02337987447382	-0.0807969661474519	0.688755579016016	0.108445251165153	-0.897163962424694
TCGA.NH.A50T	0.518083828931679	-1.16613301676018	0.00612394090492123	-0.277058058916776	0.0721327232573941	-0.64070851373749	-1.32433697823508	-0.790087836253014	-1.34647685170101	-0.264851827524387	-0.335725916068555	0.302165468139693	-0.27208790620509	1.05519942677413	0.806731139269325	-0.230237428321764	-0.620542714312642	0.867967115032601	-0.324525832690247	-0.857167630128463	0.810543762871323	-1.5490924272402	0.821491172312651	1.03242104622508	-0.3000983390733
TCGA.QG.A5Z2	-1.07987710553382	-0.250190034066906	0.336805518654348	0.24017070461574	2.91982477248157	-1.02823999978488	1.4077430195619	-0.87459474893976	1.55713992130204	1.60280256195152	1.39070619248057	0.516513270398893	-0.754608916654756	-0.288793424493844	-0.732703528595199	-1.05121228449557	-0.232093232273432	-0.185171847444722	-0.0363391732643904	-0.419280234054182	-0.184248159334803	-0.73826036107793	-0.445935091395498	0.616027894722696	0.673827564281807
TCGA.AD.A5EJ	0.474263777746307	-0.184496459310778	-0.568098691896165	0.928839700787549	1.52900821279628	0.309686418142822	0.00233832233707367	-0.741271593136828	-0.775124431895814	-0.802942460843466	-1.07441077539789	0.420384160429853	0.390084909608614	0.549831374723413	0.0874812668179637	0.280168614068574	0.426383892894846	-0.96000216356476	0.622780288803865	0.558281902279869	-0.119882749527855	-0.528896446307974	-0.128756249747473	0.151944984844707	-0.30820138358924
TCGA.AY.A54L	0.292719220295682	-1.09155671185773	-0.927468009745469	-0.440101315479791	-0.252977386675125	-0.133444560862463	0.301467246204661	-0.486139113841593	0.101322476848377	-0.354989020257962	-0.0707722447384172	0.311072066354573	0.107801428835559	0.148550850660121	-0.455324876476107	-0.639738889896334	0.425453600524274	-0.144165007488628	0.127217067320151	1.54662964947513	-0.0223404503536121	0.631046503706665	-0.49786327379728	1.0025568300728	-0.0742174028464597
TCGA.A6.3810	-0.109745470151507	0.728615366336903	-2.32519492630145	-2.1775159803848	0.444342002617604	-0.85740758902736	-1.61087987486943	1.69463838050751	0.892193599503421	-0.15488544245077	-1.29349409652408	-0.819016397061967	1.22501935680434	-0.0841146312234414	-0.68898264920788	1.83037529143072	0.306281334980113	0.238157259041768	-0.455813595132665	-0.796435289486513	-0.257122915742307	-0.890774340426685	0.668179353657665	0.850293693144178	0.00458530996224193
TCGA.A6.5656	-1.35375739400172	-0.594191855431172	-1.75032234847744	-3.6087618110635	1.53544250861845	-2.25753239657405	-2.03440405729532	3.48318361696135	1.77224308050232	0.168174512086762	-1.73492469676983	0.774195419441707	2.39956930776906	-1.47562311088422	-3.24075394853484	0.9257273493447	0.47444510900205	0.559736937441153	1.65134281120299	0.261610127750541	0.237956944465393	-0.199923341696492	-0.235539857824735	-0.0155966615086047	-1.02517388011064
